P1 winrate , P1 wins ,   games , stars and ships
1.000      ,     1.0 ,       1 , (b3 g2 r3) (g2 r1 b3)
1.000      ,     1.0 ,       1 , (b3 g2 r3) (g2 y3 b3)
1.000      ,     1.0 ,       1 , (b3 g2 r3) (g3 y2 r3)
1.000      ,     1.0 ,       1 , (b3 g2 y1) (g2 y1 b3)
1.000      ,     1.0 ,       1 , (b3 g2 y3) (b2 g1 r3)
1.000      ,     1.0 ,       1 , (b3 g2 y3) (b3 g2 r3)
1.000      ,     1.0 ,       1 , (b3 g2 y3) (g1 y1 b1)
1.000      ,     1.0 ,       1 , (b3 g2 y3) (g2 y1 b3)
1.000      ,     1.0 ,       1 , (b3 g2 y3) (g3 r1 b3)
1.000      ,     1.0 ,       1 , (b3 g2 y3) (g3 r2 b3)
1.000      ,     1.0 ,       1 , (b3 g2 y3) (g3 y2 b3)
1.000      ,     1.0 ,       1 , (b3 g2 y3) (g3 y2 r1)
1.000      ,     1.0 ,       1 , (b3 g2 y3) (r3 y2 g3)
1.000      ,     1.0 ,       1 , (b3 g3 b1) (r1 y2 g3)
1.000      ,     1.0 ,       1 , (b3 g3 g3) (b2 g3 r3)
1.000      ,     1.0 ,       1 , (b3 g3 r3) (b1 y3 g3)
1.000      ,     1.0 ,       1 , (b3 g3 r3) (b2 g3 y3)
1.000      ,     1.0 ,       1 , (b3 g3 y3) (g2 r1 b3)
1.000      ,     1.0 ,       1 , (b3 r1 g2) (b1 r3 g3)
1.000      ,     1.0 ,       1 , (b3 r1 g3) (b1 g3 g3)
1.000      ,     1.0 ,       1 , (b3 r1 g3) (b2 g1 g3)
1.000      ,     1.0 ,       1 , (b3 r1 g3) (b3 g1 g3)
1.000      ,     1.0 ,       1 , (b3 r1 g3) (b3 g2 r2)
1.000      ,     1.0 ,       1 , (b3 r1 g3) (b3 g3 r1)
1.000      ,     1.0 ,       1 , (b3 r1 g3) (b3 g3 r3)
1.000      ,     1.0 ,       1 , (b3 r1 g3) (b3 g3 y3)
1.000      ,     1.0 ,       1 , (b3 r1 g3) (g3 r1 b2)
1.000      ,     1.0 ,       1 , (b3 r1 g3) (g3 r1 b3)
1.000      ,     1.0 ,       1 , (b3 r1 g3) (g3 r3 b3)
1.000      ,     1.0 ,       1 , (b3 r1 g3) (g3 y1 b3)
1.000      ,     1.0 ,       1 , (b3 r1 g3) (r1 y3 g2)
1.000      ,     1.0 ,       1 , (b3 r1 g3) (r1 y3 g3)
1.000      ,     1.0 ,       1 , (b3 r1 g3) (r2 y1 g3)
1.000      ,     1.0 ,       1 , (b3 r1 y3) (b3 r1 g3)
1.000      ,     1.0 ,       1 , (b3 r2 g3) (b1 g1 r2)
1.000      ,     1.0 ,       1 , (b3 r2 g3) (b1 g1 y3)
1.000      ,     1.0 ,       1 , (b3 r2 g3) (b1 r1 g3)
1.000      ,     1.0 ,       1 , (b3 r2 g3) (b2 y3 r3)
1.000      ,     1.0 ,       1 , (b3 r2 g3) (b3 g1 r3)
1.000      ,     1.0 ,       1 , (b3 r2 g3) (b3 g1 y3)
1.000      ,     1.0 ,       1 , (b3 r2 g3) (b3 r3 g3)
1.000      ,     1.0 ,       1 , (b3 r2 g3) (g1 y3 b3)
1.000      ,     1.0 ,       1 , (b3 r2 g3) (g2 r3 y3)
1.000      ,     1.0 ,       1 , (b3 r2 g3) (g2 y1 b3)
1.000      ,     1.0 ,       1 , (b3 r2 g3) (g3 y3 r3)
1.000      ,     1.0 ,       1 , (b3 r2 g3) (r1 r3 g3)
1.000      ,     1.0 ,       1 , (b3 r2 g3) (r1 y2 g3)
1.000      ,     1.0 ,       1 , (b3 r2 y3) (b2 g3 r3)
1.000      ,     1.0 ,       1 , (b3 r3 g3) (b1 g2 y3)
1.000      ,     1.0 ,       1 , (b3 r3 g3) (b1 y2 g3)
1.000      ,     1.0 ,       1 , (b3 r3 g3) (b3 g1 y3)
1.000      ,     1.0 ,       1 , (b3 r3 g3) (b3 g3 r3)
1.000      ,     1.0 ,       1 , (b3 r3 g3) (r3 y1 g3)
1.000      ,     1.0 ,       1 , (b3 r3 y3) (g3 r2 b3)
1.000      ,     1.0 ,       1 , (b3 y1 g3) (b2 g1 r3)
1.000      ,     1.0 ,       1 , (b3 y1 g3) (b2 g2 y1)
1.000      ,     1.0 ,       1 , (b3 y1 g3) (b2 g3 b1)
1.000      ,     1.0 ,       1 , (b3 y1 g3) (g2 r1 y3)
1.000      ,     1.0 ,       1 , (b3 y1 g3) (g2 y1 b3)
1.000      ,     1.0 ,       1 , (b3 y1 g3) (g3 y1 b3)
1.000      ,     1.0 ,       1 , (b3 y1 g3) (r2 y3 g3)
1.000      ,     1.0 ,       1 , (b3 y2 g3) (b1 g3 r3)
1.000      ,     1.0 ,       1 , (b3 y2 g3) (b2 g1 r3)
1.000      ,     1.0 ,       1 , (b3 y2 g3) (b2 g3 y3)
1.000      ,     1.0 ,       1 , (b3 y2 g3) (b2 y2 g3)
1.000      ,     1.0 ,       1 , (b3 y2 g3) (b2 y3 g3)
1.000      ,     1.0 ,       1 , (b3 y2 g3) (b3 g2 r3)
1.000      ,     1.0 ,       1 , (b3 y2 g3) (b3 g3 r3)
1.000      ,     1.0 ,       1 , (b3 y2 g3) (b3 y3 g3)
1.000      ,     1.0 ,       1 , (b3 y2 g3) (g1 y3 r3)
1.000      ,     1.0 ,       1 , (b3 y2 g3) (g2 r1 y3)
1.000      ,     1.0 ,       1 , (b3 y2 g3) (g2 y3 b3)
1.000      ,     1.0 ,       1 , (b3 y2 g3) (g3 y2 b3)
1.000      ,     1.0 ,       1 , (b3 y2 g3) (r1 y3 g3)
1.000      ,     1.0 ,       1 , (b3 y3 g3) (b1 g2 r3)
1.000      ,     1.0 ,       1 , (b3 y3 g3) (b1 g3 g3)
1.000      ,     1.0 ,       1 , (b3 y3 g3) (b1 r1 g3)
1.000      ,     1.0 ,       1 , (b3 y3 g3) (b2 g1 r3)
1.000      ,     1.0 ,       1 , (b3 y3 g3) (b2 y1 r3)
1.000      ,     1.0 ,       1 , (b3 y3 g3) (b3 g2 y3)
1.000      ,     1.0 ,       1 , (b3 y3 g3) (g2 y1 r3)
1.000      ,     1.0 ,       1 , (b3 y3 g3) (g2 y2 b3)
1.000      ,     1.0 ,       1 , (b3 y3 g3) (g3 y3 r3)
1.000      ,     1.0 ,       1 , (g1 r2 b3) (b1 g3 y3)
1.000      ,     1.0 ,       1 , (g1 r2 b3) (b3 r2 g3)
1.000      ,     1.0 ,       1 , (g1 r2 b3) (g2 r1 b3)
1.000      ,     1.0 ,       1 , (g1 r2 b3) (g2 r3 y3)
1.000      ,     1.0 ,       1 , (g1 r3 b3) (b1 g3 y3)
1.000      ,     1.0 ,       1 , (g1 r3 b3) (b2 r1 g3)
1.000      ,     1.0 ,       1 , (g1 r3 b3) (b2 r3 y2)
1.000      ,     1.0 ,       1 , (g1 r3 b3) (b3 y2 g3)
1.000      ,     1.0 ,       1 , (g1 r3 y3) (g3 r2 b2)
1.000      ,     1.0 ,       1 , (g1 y2 b3) (b1 g2 r3)
1.000      ,     1.0 ,       1 , (g1 y2 b3) (b1 g3 y3)
1.000      ,     1.0 ,       1 , (g1 y2 b3) (g2 r1 b3)
1.000      ,     1.0 ,       1 , (g1 y2 b3) (r1 y2 g3)
1.000      ,     1.0 ,       1 , (g1 y2 r1) (g1 y3 b3)
1.000      ,     1.0 ,       1 , (g1 y2 r3) (b2 g3 y3)
1.000      ,     1.0 ,       1 , (g1 y2 r3) (b3 g2 r3)
1.000      ,     1.0 ,       1 , (g1 y3 b3) (b2 g3 r3)
1.000      ,     1.0 ,       1 , (g1 y3 b3) (b3 y2 g3)
1.000      ,     1.0 ,       1 , (g1 y3 b3) (g2 r3 b3)
1.000      ,     1.0 ,       1 , (g1 y3 r3) (b3 r2 g3)
1.000      ,     1.0 ,       1 , (g1 y3 y2) (g3 y2 b2)
1.000      ,     1.0 ,       1 , (g2 r1 b3) (b2 g1 r3)
1.000      ,     1.0 ,       1 , (g2 r1 b3) (b3 g2 r3)
1.000      ,     1.0 ,       1 , (g2 r1 b3) (b3 r1 g3)
1.000      ,     1.0 ,       1 , (g2 r1 b3) (g1 r3 y3)
1.000      ,     1.0 ,       1 , (g2 r1 b3) (g3 y2 b3)
1.000      ,     1.0 ,       1 , (g2 r1 b3) (g3 y2 r1)
1.000      ,     1.0 ,       1 , (g2 r1 y3) (g1 y2 r3)
1.000      ,     1.0 ,       1 , (g2 r2 b3) (b2 g2 y3)
1.000      ,     1.0 ,       1 , (g2 r2 b3) (b2 r2 g3)
1.000      ,     1.0 ,       1 , (g2 r2 b3) (b3 r3 g3)
1.000      ,     1.0 ,       1 , (g2 r2 b3) (b3 y2 g3)
1.000      ,     1.0 ,       1 , (g2 r3 b3) (b2 g1 y3)
1.000      ,     1.0 ,       1 , (g2 r3 b3) (b2 y3 g3)
1.000      ,     1.0 ,       1 , (g2 r3 b3) (b3 g1 r3)
1.000      ,     1.0 ,       1 , (g2 r3 b3) (b3 y2 g3)
1.000      ,     1.0 ,       1 , (g2 r3 y3) (b1 g3 r3)
1.000      ,     1.0 ,       1 , (g2 y1 b3) (b3 b3 g1)
1.000      ,     1.0 ,       1 , (g2 y1 b3) (b3 y1 r3)
1.000      ,     1.0 ,       1 , (g2 y1 b3) (g1 r3 b3)
1.000      ,     1.0 ,       1 , (g2 y1 b3) (g1 y2 b3)
1.000      ,     1.0 ,       1 , (g2 y1 b3) (g1 y2 r3)
1.000      ,     1.0 ,       1 , (g2 y1 b3) (g1 y3 b2)
1.000      ,     1.0 ,       1 , (g2 y1 b3) (g2 y1 r1)
1.000      ,     1.0 ,       1 , (g2 y1 b3) (r1 y1 g1)
1.000      ,     1.0 ,       1 , (g2 y2 b3) (b1 g3 y3)
1.000      ,     1.0 ,       1 , (g2 y2 b3) (b2 y1 g3)
1.000      ,     1.0 ,       1 , (g2 y2 b3) (b3 r2 g3)
1.000      ,     1.0 ,       1 , (g2 y3 b3) (b1 y2 g3)
1.000      ,     1.0 ,       1 , (g2 y3 b3) (b1 y3 g3)
1.000      ,     1.0 ,       1 , (g2 y3 b3) (g2 r1 y3)
1.000      ,     1.0 ,       1 , (g2 y3 b3) (g3 r1 b3)
1.000      ,     1.0 ,       1 , (g2 y3 b3) (r2 y3 g3)
1.000      ,     1.0 ,       1 , (g3 r1 b3) (b2 y3 g3)
1.000      ,     1.0 ,       1 , (g3 r1 b3) (g1 y2 r3)
1.000      ,     1.0 ,       1 , (g3 r1 b3) (g2 y1 r3)
1.000      ,     1.0 ,       1 , (g3 r1 b3) (g2 y3 b3)
1.000      ,     1.0 ,       1 , (g3 r1 y3) (b1 r2 g3)
1.000      ,     1.0 ,       1 , (g3 r2 b3) (b1 y3 g3)
1.000      ,     1.0 ,       1 , (g3 r2 b3) (b3 g1 y3)
1.000      ,     1.0 ,       1 , (g3 r2 b3) (b3 g3 r3)
1.000      ,     1.0 ,       1 , (g3 r2 b3) (g1 r3 b3)
1.000      ,     1.0 ,       1 , (g3 r2 b3) (g2 r3 b3)
1.000      ,     1.0 ,       1 , (g3 r3 b3) (g3 y3 r3)
1.000      ,     1.0 ,       1 , (g3 y1 b2) (b3 g2 y3)
1.000      ,     1.0 ,       1 , (g3 y1 b3) (b1 g2 r3)
1.000      ,     1.0 ,       1 , (g3 y1 b3) (b1 r3 g3)
1.000      ,     1.0 ,       1 , (g3 y1 b3) (b2 g1 r3)
1.000      ,     1.0 ,       1 , (g3 y1 b3) (b2 y1 g3)
1.000      ,     1.0 ,       1 , (g3 y1 r3) (b1 g2 y3)
1.000      ,     1.0 ,       1 , (g3 y2 b1) (b1 r3 g1)
1.000      ,     1.0 ,       1 , (g3 y2 b3) (b2 g3 g3)
1.000      ,     1.0 ,       1 , (g3 y2 b3) (g2 r3 b1)
1.000      ,     1.0 ,       1 , (g3 y2 b3) (g2 r3 b3)
1.000      ,     1.0 ,       1 , (g3 y2 b3) (g2 y3 b2)
1.000      ,     1.0 ,       1 , (g3 y2 b3) (g3 y2 b3)
1.000      ,     1.0 ,       1 , (g3 y2 r3) (b1 r3 g3)
1.000      ,     1.0 ,       1 , (g3 y3 b3) (b3 g2 y1)
1.000      ,     1.0 ,       1 , (g3 y3 b3) (b3 r2 g3)
1.000      ,     1.0 ,       1 , (g3 y3 b3) (g1 r3 b3)
1.000      ,     1.0 ,       1 , (g3 y3 b3) (g3 y3 b3)
1.000      ,     1.0 ,       1 , (g3 y3 b3) (g3 y3 r3)
1.000      ,     1.0 ,       1 , (g3 y3 r2) (b1 g2 y3)
1.000      ,     1.0 ,       1 , (r1 y1 g3) (b1 y2 g3)
1.000      ,     1.0 ,       1 , (r1 y1 g3) (b2 r3 g3)
1.000      ,     1.0 ,       1 , (r1 y2 b3) (b3 y3 r3)
1.000      ,     1.0 ,       1 , (r1 y2 g2) (b3 g1 y3)
1.000      ,     1.0 ,       1 , (r1 y2 g3) (r1 y1 g1)
1.000      ,     1.0 ,       1 , (r1 y3 g3) (b2 y1 g3)
1.000      ,     1.0 ,       1 , (r2 y3 g3) (b1 r2 g3)
1.000      ,     1.0 ,       1 , (r2 y3 g3) (b3 y2 g3)
1.000      ,     1.0 ,       1 , (r2 y3 g3) (r2 y2 g3)
1.000      ,     1.0 ,       1 , (r3 y2 b3) (b2 g3 y3)
1.000      ,     1.0 ,       1 , (r3 y2 g1) (g3 r2 b2)
1.000      ,     1.0 ,       1 , (r3 y2 g3) (b2 r1 g3)
1.000      ,     1.0 ,       1 , (r3 y3 g3) (b2 g3 r3)
1.000      ,     1.0 ,       1 , (r3 y3 g3) (b3 r3 g3)
1.000      ,     2.0 ,       2 , (b1 g2 r3) (b2 g1 r3)
1.000      ,     2.0 ,       2 , (b1 g2 r3) (g3 r2 b3)
1.000      ,     2.0 ,       2 , (b1 g2 y3) (b1 y2 g3)
1.000      ,     2.0 ,       2 , (b1 g3 r3) (b3 r2 g3)
1.000      ,     2.0 ,       2 , (b1 g3 y3) (b1 g2 r3)
1.000      ,     2.0 ,       2 , (b1 g3 y3) (b1 y3 g3)
1.000      ,     2.0 ,       2 , (b1 r2 g3) (b1 g2 y3)
1.000      ,     2.0 ,       2 , (b1 r2 g3) (b2 g1 r3)
1.000      ,     2.0 ,       2 , (b1 r2 g3) (g2 y1 b3)
1.000      ,     2.0 ,       2 , (b1 r3 g3) (b1 g3 r3)
1.000      ,     2.0 ,       2 , (b1 r3 g3) (b2 g1 y3)
1.000      ,     2.0 ,       2 , (b1 r3 g3) (g3 r1 b3)
1.000      ,     2.0 ,       2 , (b1 y2 g3) (b3 g1 r3)
1.000      ,     2.0 ,       2 , (b1 y2 g3) (g1 y3 b3)
1.000      ,     2.0 ,       2 , (b1 y3 g3) (b1 r2 g3)
1.000      ,     2.0 ,       2 , (b1 y3 g3) (b2 g3 g3)
1.000      ,     2.0 ,       2 , (b2 g1 r3) (b2 g1 r3)
1.000      ,     2.0 ,       2 , (b2 g1 r3) (g2 y1 b3)
1.000      ,     2.0 ,       2 , (b2 g1 y3) (b1 g2 r3)
1.000      ,     2.0 ,       2 , (b2 g1 y3) (b3 g2 y3)
1.000      ,     2.0 ,       2 , (b2 g3 r3) (g1 r2 b3)
1.000      ,     2.0 ,       2 , (b2 g3 y3) (b1 g2 y3)
1.000      ,     2.0 ,       2 , (b2 g3 y3) (b2 g1 r3)
1.000      ,     2.0 ,       2 , (b2 g3 y3) (b2 g3 r3)
1.000      ,     2.0 ,       2 , (b2 g3 y3) (b3 g1 r3)
1.000      ,     2.0 ,       2 , (b2 g3 y3) (r3 y3 g3)
1.000      ,     2.0 ,       2 , (b2 r1 g3) (g1 r2 b3)
1.000      ,     2.0 ,       2 , (b2 r1 g3) (g2 r1 b3)
1.000      ,     2.0 ,       2 , (b2 r1 g3) (g2 y3 b3)
1.000      ,     2.0 ,       2 , (b2 r1 g3) (g3 r2 b3)
1.000      ,     2.0 ,       2 , (b2 r2 g3) (b1 y3 g3)
1.000      ,     2.0 ,       2 , (b2 r2 g3) (g1 y3 b3)
1.000      ,     2.0 ,       2 , (b2 r3 g3) (g1 r2 b3)
1.000      ,     2.0 ,       2 , (b2 r3 g3) (g1 y2 b3)
1.000      ,     2.0 ,       2 , (b2 r3 g3) (g1 y3 b3)
1.000      ,     2.0 ,       2 , (b2 r3 g3) (g2 r1 b3)
1.000      ,     2.0 ,       2 , (b2 r3 g3) (g2 r2 b3)
1.000      ,     2.0 ,       2 , (b2 r3 g3) (g3 y2 b3)
1.000      ,     2.0 ,       2 , (b2 y1 g3) (b1 r2 g3)
1.000      ,     2.0 ,       2 , (b2 y1 g3) (b2 g1 r3)
1.000      ,     2.0 ,       2 , (b2 y1 g3) (g1 y2 b3)
1.000      ,     2.0 ,       2 , (b2 y2 g3) (b2 y3 g3)
1.000      ,     2.0 ,       2 , (b2 y3 g3) (b2 g1 y3)
1.000      ,     2.0 ,       2 , (b2 y3 g3) (b3 g1 r3)
1.000      ,     2.0 ,       2 , (b2 y3 g3) (b3 g2 y3)
1.000      ,     2.0 ,       2 , (b3 g1 r3) (b2 g1 y3)
1.000      ,     2.0 ,       2 , (b3 g1 r3) (b3 g1 y3)
1.000      ,     2.0 ,       2 , (b3 g2 r3) (b2 y3 g3)
1.000      ,     2.0 ,       2 , (b3 g2 y3) (b3 y2 g3)
1.000      ,     2.0 ,       2 , (b3 g2 y3) (g1 y3 b3)
1.000      ,     2.0 ,       2 , (b3 r1 g3) (b3 y1 g3)
1.000      ,     2.0 ,       2 , (b3 r1 g3) (g2 r1 b3)
1.000      ,     2.0 ,       2 , (b3 r2 g3) (b2 g1 r3)
1.000      ,     2.0 ,       2 , (b3 r2 g3) (b2 r2 g3)
1.000      ,     2.0 ,       2 , (b3 r2 g3) (g3 y2 b3)
1.000      ,     2.0 ,       2 , (b3 y1 g3) (b1 g2 y3)
1.000      ,     2.0 ,       2 , (b3 y1 g3) (b2 g1 y3)
1.000      ,     2.0 ,       2 , (b3 y1 g3) (b3 y2 g3)
1.000      ,     2.0 ,       2 , (b3 y1 g3) (g2 r1 b3)
1.000      ,     2.0 ,       2 , (b3 y2 g3) (b2 g3 r3)
1.000      ,     2.0 ,       2 , (b3 y2 g3) (b3 y2 g3)
1.000      ,     2.0 ,       2 , (b3 y3 g3) (b1 g2 y3)
1.000      ,     2.0 ,       2 , (b3 y3 g3) (b1 g3 y3)
1.000      ,     2.0 ,       2 , (b3 y3 g3) (b2 g3 y3)
1.000      ,     2.0 ,       2 , (b3 y3 g3) (b2 y1 g3)
1.000      ,     2.0 ,       2 , (b3 y3 g3) (g3 y3 b3)
1.000      ,     2.0 ,       2 , (g1 r2 b3) (b3 r1 g3)
1.000      ,     2.0 ,       2 , (g1 y2 b3) (b1 g2 y3)
1.000      ,     2.0 ,       2 , (g1 y2 b3) (g2 y1 b3)
1.000      ,     2.0 ,       2 , (g2 r1 b3) (b2 r1 g3)
1.000      ,     2.0 ,       2 , (g2 r3 b3) (b3 r1 g3)
1.000      ,     2.0 ,       2 , (g2 y3 b3) (b3 r2 g3)
1.000      ,     2.0 ,       2 , (g2 y3 b3) (g2 y3 b3)
1.000      ,     2.0 ,       2 , (g3 r1 b3) (b1 r2 g3)
1.000      ,     2.0 ,       2 , (g3 r2 b3) (b1 g2 y3)
1.000      ,     2.0 ,       2 , (r1 y2 g3) (g2 y1 b3)
1.000      ,     3.0 ,       3 , (b1 g2 y3) (g2 r3 b3)
1.000      ,     3.0 ,       3 , (b1 r2 g3) (g1 r3 b3)
1.000      ,     3.0 ,       3 , (b1 y3 g3) (b2 g3 y3)
1.000      ,     3.0 ,       3 , (b2 g1 r3) (b1 g2 r3)
1.000      ,     3.0 ,       3 , (b2 g3 r3) (b3 r1 g3)
1.000      ,     3.0 ,       3 , (b2 g3 r3) (g1 y3 b3)
1.000      ,     3.0 ,       3 , (b2 g3 y3) (b3 g2 y3)
1.000      ,     3.0 ,       3 , (b2 r1 g3) (b2 g1 y3)
1.000      ,     3.0 ,       3 , (b2 r2 g3) (b1 g2 r3)
1.000      ,     3.0 ,       3 , (b2 r2 g3) (b2 y3 g3)
1.000      ,     3.0 ,       3 , (b2 r2 g3) (b3 r1 g3)
1.000      ,     3.0 ,       3 , (b2 r3 g3) (b2 g3 r3)
1.000      ,     3.0 ,       3 , (b2 r3 g3) (b3 g1 r3)
1.000      ,     3.0 ,       3 , (b2 r3 g3) (b3 g2 y3)
1.000      ,     3.0 ,       3 , (b2 y1 g3) (b2 y1 g3)
1.000      ,     3.0 ,       3 , (b2 y1 g3) (g3 y2 b3)
1.000      ,     3.0 ,       3 , (b2 y3 g3) (g2 r1 b3)
1.000      ,     3.0 ,       3 , (b3 g1 y3) (b2 g3 y3)
1.000      ,     3.0 ,       3 , (b3 r1 g3) (g2 y3 b3)
1.000      ,     3.0 ,       3 , (b3 y1 g3) (g2 y3 b3)
1.000      ,     3.0 ,       3 , (b3 y2 g3) (g1 y3 b3)
1.000      ,     3.0 ,       3 , (b3 y3 g3) (b2 r2 g3)
1.000      ,     3.0 ,       3 , (g3 r2 b3) (b1 r2 g3)
1.000      ,     4.0 ,       4 , (b1 y2 g3) (b1 y3 g3)
1.000      ,     4.0 ,       4 , (b2 r1 g3) (g2 y1 b3)
1.000      ,     4.0 ,       4 , (b2 r2 g3) (b2 y1 g3)
1.000      ,     4.0 ,       4 , (b2 r2 g3) (b3 g2 y3)
1.000      ,     4.0 ,       4 , (b2 r3 g3) (b1 g2 r3)
1.000      ,     4.0 ,       4 , (b2 r3 g3) (b2 g1 r3)
1.000      ,     4.0 ,       4 , (b2 r3 g3) (b2 r3 g3)
1.000      ,     4.0 ,       4 , (b2 y3 g3) (b3 g1 y3)
1.000      ,     4.0 ,       4 , (b3 g2 y3) (b1 g2 y3)
1.000      ,     4.0 ,       4 , (b3 r1 g3) (b2 g1 y3)
1.000      ,     4.0 ,       4 , (b3 r1 g3) (b3 g2 r3)
1.000      ,     4.0 ,       4 , (b3 y1 g3) (b2 y1 g3)
1.000      ,     4.0 ,       4 , (b3 y3 g3) (b1 y1 g3)
1.000      ,     5.0 ,       5 , (b1 y2 g3) (b3 g1 y3)
1.000      ,     5.0 ,       5 , (b2 r1 g3) (b1 g3 r3)
1.000      ,     6.0 ,       6 , (b2 y3 g3) (b3 y2 g3)
1.000      ,     6.0 ,       6 , (b3 y3 g3) (b1 r2 g3)
1.000      ,     7.0 ,       7 , (b3 y3 g3) (b2 y3 g3)
1.000      ,     8.0 ,       8 , (b3 r2 g3) (b2 g1 y3)
